LocationDesc,LocationAbbr,YearStart,StratificationCategory1,Stratification1,fruit_less1_rate,obesity_rate,overweight_rate,pa_none_rate,pa_strength_rate,vegetables_less1_rate,year_delta_obesity,stratification_gap_income,region,obesity_cat,income_level
Connecticut,CT,2015,Education,High school graduate,,28.9,36.6,31.3,27.7,,7.5,14.0,Northeast,25-30,
Connecticut,CT,2015,Education,Less than high school,,34.5,36.8,45.9,17.8,,7.5,14.0,Northeast,30-35,
Connecticut,CT,2015,Education,Some college or technical school,,26.0,35.4,21.4,31.7,,7.5,14.0,Northeast,25-30,
Connecticut,CT,2015,Income,"$15,000 - $24,999",,32.1,34.4,32.4,26.9,,7.5,14.0,Northeast,30-35,Low
Connecticut,CT,2015,Income,"$25,000 - $34,999",,29.1,39.5,31.6,25.5,,7.5,14.0,Northeast,25-30,Medium
Connecticut,CT,2015,Income,"$35,000 - $49,999",,27.7,34.7,28.2,24.4,,7.5,14.0,Northeast,25-30,Medium
Connecticut,CT,2015,Income,"$50,000 - $74,999",,25.2,37.6,21.9,31.0,,7.5,14.0,Northeast,25-30,High
Connecticut,CT,2015,Income,"$75,000 or greater",,22.6,38.9,14.4,36.7,,7.5,14.0,Northeast,<25,High
Connecticut,CT,2015,Income,"Less than $15,000",,36.6,31.3,42.1,26.9,,7.5,14.0,Northeast,>35,Low
Connecticut,CT,2015,Race/Ethnicity,Hispanic,,30.3,40.0,35.6,25.0,,7.5,14.0,Northeast,30-35,
Connecticut,CT,2015,Race/Ethnicity,NH American Indian/Alaska Native,,20.5,38.9,33.0,,,7.5,14.0,Northeast,<25,
Connecticut,CT,2015,Race/Ethnicity,Non-Hispanic 2 or more races,,32.2,37.6,30.0,36.9,,7.5,14.0,Northeast,30-35,
Connecticut,CT,2015,Race/Ethnicity,Non-Hispanic Asian,,10.1,30.2,28.1,29.7,,7.5,14.0,Northeast,<25,
Connecticut,CT,2015,Race/Ethnicity,Non-Hispanic Black,,36.8,37.9,29.2,27.3,,7.5,14.0,Northeast,>35,
Connecticut,CT,2015,Race/Ethnicity,Non-Hispanic Other,,35.3,22.4,20.1,30.1,,7.5,14.0,Northeast,>35,
Connecticut,CT,2015,Race/Ethnicity,Non-Hispanic White,,23.7,35.7,20.2,32.7,,7.5,14.0,Northeast,<25,
Connecticut,CT,2015,Sex,Female,,23.9,29.8,25.3,27.7,,7.5,14.0,Northeast,<25,
Connecticut,CT,2015,Sex,Male,,26.6,42.9,21.5,34.9,,7.5,14.0,Northeast,25-30,
Connecticut,CT,2015,Total,Total,,25.3,36.4,23.5,31.2,,7.5,14.0,Northeast,25-30,
Connecticut,CT,2016,Age (years),18 - 24,,13.4,22.6,10.5,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Age (years),25 - 34,,24.2,33.4,19.9,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Age (years),35 - 44,,29.7,35.8,19.5,,,7.5,14.799999999999997,Northeast,25-30,
Connecticut,CT,2016,Age (years),45 - 54,,30.2,37.6,21.4,,,7.5,14.799999999999997,Northeast,30-35,
Connecticut,CT,2016,Age (years),55 - 64,,30.4,38.7,23.0,,,7.5,14.799999999999997,Northeast,30-35,
Connecticut,CT,2016,Age (years),65 or older,,24.9,41.5,28.5,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Education,College graduate,,19.4,36.9,11.7,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Education,High school graduate,,29.8,36.6,27.7,,,7.5,14.799999999999997,Northeast,25-30,
Connecticut,CT,2016,Education,Less than high school,,34.0,35.4,38.8,,,7.5,14.799999999999997,Northeast,30-35,
Connecticut,CT,2016,Education,Some college or technical school,,27.4,33.9,19.6,,,7.5,14.799999999999997,Northeast,25-30,
Connecticut,CT,2016,Income,"$15,000 - $24,999",,31.4,33.1,35.0,,,7.5,14.799999999999997,Northeast,30-35,Low
Connecticut,CT,2016,Income,"$25,000 - $34,999",,26.7,32.3,28.7,,,7.5,14.799999999999997,Northeast,25-30,Medium
Connecticut,CT,2016,Income,"$35,000 - $49,999",,27.9,34.4,23.8,,,7.5,14.799999999999997,Northeast,25-30,Medium
Connecticut,CT,2016,Income,"$50,000 - $74,999",,31.4,38.2,20.3,,,7.5,14.799999999999997,Northeast,30-35,High
Connecticut,CT,2016,Income,"$75,000 or greater",,21.5,38.4,10.7,,,7.5,14.799999999999997,Northeast,<25,High
Connecticut,CT,2016,Income,"Less than $15,000",,36.3,34.8,37.3,,,7.5,14.799999999999997,Northeast,>35,Low
Connecticut,CT,2016,Race/Ethnicity,Hispanic,,33.0,36.1,32.1,,,7.5,14.799999999999997,Northeast,30-35,
Connecticut,CT,2016,Race/Ethnicity,NH American Indian/Alaska Native,,20.5,38.9,33.0,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Race/Ethnicity,Non-Hispanic 2 or more races,,38.8,26.9,17.7,,,7.5,14.799999999999997,Northeast,>35,
Connecticut,CT,2016,Race/Ethnicity,Non-Hispanic Asian,,5.8,33.5,23.2,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Race/Ethnicity,Non-Hispanic Black,,39.1,31.1,25.3,,,7.5,14.799999999999997,Northeast,>35,
Connecticut,CT,2016,Race/Ethnicity,Non-Hispanic Other,,22.8,45.2,22.8,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Race/Ethnicity,Non-Hispanic White,,24.1,36.6,18.4,,,7.5,14.799999999999997,Northeast,<25,
Connecticut,CT,2016,Sex,Female,,25.0,29.2,22.8,,,7.5,14.799999999999997,Northeast,25-30,
Connecticut,CT,2016,Sex,Male,,26.9,42.4,19.6,,,7.5,14.799999999999997,Northeast,25-30,
Connecticut,CT,2016,Total,Total,,26.0,35.9,21.3,,,7.5,14.799999999999997,Northeast,25-30,
Connecticut,CT,2017,Age (years),18 - 24,36.4,16.2,27.8,20.9,47.2,24.4,7.5,13.800000000000004,Northeast,<25,
Connecticut,CT,2017,Age (years),25 - 34,31.6,27.2,32.7,19.6,42.5,17.6,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Age (years),35 - 44,30.7,27.0,34.9,25.9,33.0,16.5,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Age (years),45 - 54,32.6,31.5,37.5,22.9,32.1,15.4,7.5,13.800000000000004,Northeast,30-35,
Connecticut,CT,2017,Age (years),55 - 64,31.4,30.0,40.9,23.9,28.5,14.8,7.5,13.800000000000004,Northeast,30-35,
Connecticut,CT,2017,Age (years),65 or older,28.1,26.4,40.3,28.6,25.7,15.2,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Education,College graduate,25.2,20.5,38.1,13.7,38.6,9.7,7.5,13.800000000000004,Northeast,<25,
Connecticut,CT,2017,Education,High school graduate,34.9,31.3,36.8,32.5,30.3,21.3,7.5,13.800000000000004,Northeast,30-35,
Connecticut,CT,2017,Education,Less than high school,38.4,33.0,34.5,40.4,22.0,36.0,7.5,13.800000000000004,Northeast,30-35,
Connecticut,CT,2017,Education,Some college or technical school,33.9,28.6,34.9,23.2,34.2,15.3,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Income,"$15,000 - $24,999",32.6,34.1,33.6,36.2,26.8,26.6,7.5,13.800000000000004,Northeast,30-35,Low
Connecticut,CT,2017,Income,"$25,000 - $34,999",36.6,32.0,29.9,33.3,25.6,20.3,7.5,13.800000000000004,Northeast,30-35,Medium
Connecticut,CT,2017,Income,"$35,000 - $49,999",35.4,29.2,40.0,27.9,32.4,15.0,7.5,13.800000000000004,Northeast,25-30,Medium
Connecticut,CT,2017,Income,"$50,000 - $74,999",31.8,26.1,41.2,25.4,33.3,18.0,7.5,13.800000000000004,Northeast,25-30,High
Connecticut,CT,2017,Income,"$75,000 or greater",28.9,24.4,36.5,16.1,38.1,10.6,7.5,13.800000000000004,Northeast,<25,High
Connecticut,CT,2017,Income,"Less than $15,000",41.9,38.2,30.2,36.2,23.1,30.6,7.5,13.800000000000004,Northeast,>35,Low
Connecticut,CT,2017,Race/Ethnicity,Hispanic,31.5,32.0,38.4,33.0,34.3,30.8,7.5,13.800000000000004,Northeast,30-35,
Connecticut,CT,2017,Race/Ethnicity,NH American Indian/Alaska Native,,20.5,38.9,33.0,,,7.5,13.800000000000004,Northeast,<25,
Connecticut,CT,2017,Race/Ethnicity,Non-Hispanic 2 or more races,31.5,27.0,30.5,19.6,38.5,12.8,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Race/Ethnicity,Non-Hispanic Asian,32.8,10.0,25.2,22.2,28.6,15.5,7.5,13.800000000000004,Northeast,<25,
Connecticut,CT,2017,Race/Ethnicity,Non-Hispanic Black,35.0,35.5,35.5,29.8,35.8,26.0,7.5,13.800000000000004,Northeast,>35,
Connecticut,CT,2017,Race/Ethnicity,Non-Hispanic Other,19.7,27.0,33.1,28.7,28.7,10.3,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Race/Ethnicity,Non-Hispanic White,30.7,25.6,37.0,21.6,33.4,13.2,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Sex,Female,29.1,24.4,31.0,25.5,29.3,14.3,7.5,13.800000000000004,Northeast,<25,
Connecticut,CT,2017,Sex,Male,34.1,29.3,41.7,22.4,38.3,19.7,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2017,Total,Total,31.5,26.9,36.4,24.0,33.6,16.9,7.5,13.800000000000004,Northeast,25-30,
Connecticut,CT,2018,Age (years),18 - 24,,12.4,31.3,15.8,,,7.5,9.100000000000001,Northeast,<25,
Connecticut,CT,2018,Age (years),25 - 34,,27.1,36.4,20.1,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2018,Age (years),35 - 44,,30.4,36.5,20.2,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Age (years),45 - 54,,33.5,38.5,21.9,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Age (years),55 - 64,,31.2,37.9,23.2,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Age (years),65 or older,,26.3,39.1,28.8,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2018,Education,College graduate,,22.9,37.5,12.2,,,7.5,9.100000000000001,Northeast,<25,
Connecticut,CT,2018,Education,High school graduate,,30.5,36.0,30.4,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Education,Less than high school,,31.2,41.3,42.6,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Education,Some college or technical school,,28.6,35.8,19.5,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2018,Income,"$15,000 - $24,999",,29.9,37.9,36.3,,,7.5,9.100000000000001,Northeast,25-30,Low
Connecticut,CT,2018,Income,"$25,000 - $34,999",,34.0,34.3,28.7,,,7.5,9.100000000000001,Northeast,30-35,Medium
Connecticut,CT,2018,Income,"$35,000 - $49,999",,31.5,35.6,25.9,,,7.5,9.100000000000001,Northeast,30-35,Medium
Connecticut,CT,2018,Income,"$50,000 - $74,999",,29.8,35.6,19.5,,,7.5,9.100000000000001,Northeast,25-30,High
Connecticut,CT,2018,Income,"$75,000 or greater",,24.9,40.1,13.2,,,7.5,9.100000000000001,Northeast,<25,High
Connecticut,CT,2018,Income,"Less than $15,000",,32.3,32.7,42.6,,,7.5,9.100000000000001,Northeast,30-35,Low
Connecticut,CT,2018,Race/Ethnicity,Hispanic,,31.1,39.5,30.4,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Race/Ethnicity,NH American Indian/Alaska Native,,20.5,38.9,33.0,,,7.5,9.100000000000001,Northeast,<25,
Connecticut,CT,2018,Race/Ethnicity,Non-Hispanic 2 or more races,,23.9,39.1,13.8,,,7.5,9.100000000000001,Northeast,<25,
Connecticut,CT,2018,Race/Ethnicity,Non-Hispanic Asian,,10.9,39.6,15.9,,,7.5,9.100000000000001,Northeast,<25,
Connecticut,CT,2018,Race/Ethnicity,Non-Hispanic Black,,36.5,36.5,30.4,,,7.5,9.100000000000001,Northeast,>35,
Connecticut,CT,2018,Race/Ethnicity,Non-Hispanic Other,,34.4,31.0,26.2,,,7.5,9.100000000000001,Northeast,30-35,
Connecticut,CT,2018,Race/Ethnicity,Non-Hispanic White,,26.1,36.4,20.0,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2018,Sex,Female,,26.4,30.3,24.6,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2018,Sex,Male,,28.4,43.6,20.0,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2018,Total,Total,,27.4,37.0,22.4,,,7.5,9.100000000000001,Northeast,25-30,
Connecticut,CT,2019,Age (years),18 - 24,37.1,18.1,27.0,19.1,48.5,27.3,7.5,19.9,Northeast,<25,
Connecticut,CT,2019,Age (years),25 - 34,38.8,28.2,36.0,22.4,42.4,22.7,7.5,19.9,Northeast,25-30,
Connecticut,CT,2019,Age (years),35 - 44,35.3,32.0,38.7,24.1,32.3,21.7,7.5,19.9,Northeast,30-35,
Connecticut,CT,2019,Age (years),45 - 54,37.8,33.1,36.9,23.3,39.6,19.8,7.5,19.9,Northeast,30-35,
Connecticut,CT,2019,Age (years),55 - 64,30.9,32.5,37.7,20.8,37.9,15.9,7.5,19.9,Northeast,30-35,
Connecticut,CT,2019,Age (years),65 or older,28.7,28.2,39.6,28.5,38.3,16.3,7.5,19.9,Northeast,25-30,
Connecticut,CT,2019,Education,College graduate,29.1,22.6,37.5,13.4,43.2,12.5,7.5,19.9,Northeast,<25,
Connecticut,CT,2019,Education,High school graduate,39.3,31.6,35.4,29.4,36.4,25.7,7.5,19.9,Northeast,30-35,
Connecticut,CT,2019,Education,Less than high school,36.1,37.8,42.4,46.9,34.4,38.7,7.5,19.9,Northeast,>35,
Connecticut,CT,2019,Education,Some college or technical school,35.1,32.1,34.6,22.4,39.3,18.2,7.5,19.9,Northeast,30-35,
Connecticut,CT,2019,Income,"$15,000 - $24,999",39.7,33.6,35.1,37.2,35.3,28.5,7.5,19.9,Northeast,30-35,Low
Connecticut,CT,2019,Income,"$25,000 - $34,999",40.9,34.3,29.8,30.6,36.1,25.4,7.5,19.9,Northeast,30-35,Medium
Connecticut,CT,2019,Income,"$35,000 - $49,999",37.5,30.7,39.9,25.3,36.8,23.3,7.5,19.9,Northeast,30-35,Medium
Connecticut,CT,2019,Income,"$50,000 - $74,999",32.3,33.5,37.9,22.9,39.7,18.4,7.5,19.9,Northeast,30-35,High
Connecticut,CT,2019,Income,"$75,000 or greater",30.6,25.0,37.3,13.0,43.7,12.5,7.5,19.9,Northeast,25-30,High
Connecticut,CT,2019,Income,"Less than $15,000",40.8,44.9,32.7,40.6,27.1,38.7,7.5,19.9,Northeast,>35,Low
Connecticut,CT,2019,Race/Ethnicity,Hispanic,37.9,35.5,40.9,34.5,40.1,38.7,7.5,19.9,Northeast,>35,
Connecticut,CT,2019,Race/Ethnicity,NH American Indian/Alaska Native,,37.58134920634921,32.477777777777774,33.0,,,7.5,19.9,Northeast,>35,
Connecticut,CT,2019,Race/Ethnicity,Non-Hispanic 2 or more races,33.5,35.3,42.3,30.7,38.1,18.9,7.5,19.9,Northeast,>35,
Connecticut,CT,2019,Race/Ethnicity,Non-Hispanic Asian,34.4,11.1,32.9,23.1,38.8,12.5,7.5,19.9,Northeast,<25,
Connecticut,CT,2019,Race/Ethnicity,Non-Hispanic Black,42.7,44.0,32.9,28.5,39.9,24.8,7.5,19.9,Northeast,>35,
Connecticut,CT,2019,Race/Ethnicity,Non-Hispanic Other,32.9,41.7,28.4,35.1,47.9,11.8,7.5,19.9,Northeast,>35,
Connecticut,CT,2019,Race/Ethnicity,Non-Hispanic White,32.4,26.5,36.0,20.3,39.3,16.0,7.5,19.9,Northeast,25-30,
Connecticut,CT,2019,Sex,Female,30.1,28.3,31.0,25.3,37.2,16.9,7.5,19.9,Northeast,25-30,
Connecticut,CT,2019,Sex,Male,38.5,29.9,42.1,21.6,41.8,23.0,7.5,19.9,Northeast,25-30,
Connecticut,CT,2019,Total,Total,34.1,29.1,36.6,23.5,39.4,19.9,7.5,19.9,Northeast,25-30,
Connecticut,CT,2020,Age (years),18 - 24,,18.2,23.2,12.9,,,7.5,15.900000000000002,Northeast,<25,
Connecticut,CT,2020,Age (years),25 - 34,,28.4,33.9,17.8,,,7.5,15.900000000000002,Northeast,25-30,
Connecticut,CT,2020,Age (years),35 - 44,,34.1,35.0,21.2,,,7.5,15.900000000000002,Northeast,30-35,
Connecticut,CT,2020,Age (years),45 - 54,,34.2,37.3,19.8,,,7.5,15.900000000000002,Northeast,30-35,
Connecticut,CT,2020,Age (years),55 - 64,,31.2,37.5,22.8,,,7.5,15.900000000000002,Northeast,30-35,
Connecticut,CT,2020,Age (years),65 or older,,27.6,39.4,25.1,,,7.5,15.900000000000002,Northeast,25-30,
Connecticut,CT,2020,Education,College graduate,,22.9,36.7,10.5,,,7.5,15.900000000000002,Northeast,<25,
Connecticut,CT,2020,Education,High school graduate,,35.0,35.5,27.4,,,7.5,15.900000000000002,Northeast,>35,
Connecticut,CT,2020,Education,Less than high school,,40.0,30.4,40.8,,,7.5,15.900000000000002,Northeast,>35,
Connecticut,CT,2020,Education,Some college or technical school,,27.9,34.8,19.5,,,7.5,15.900000000000002,Northeast,25-30,
Connecticut,CT,2020,Income,"$15,000 - $24,999",,40.8,32.3,35.5,,,7.5,15.900000000000002,Northeast,>35,Low
Connecticut,CT,2020,Income,"$25,000 - $34,999",,25.2,41.3,30.8,,,7.5,15.900000000000002,Northeast,25-30,Medium
Connecticut,CT,2020,Income,"$35,000 - $49,999",,32.8,34.9,25.7,,,7.5,15.900000000000002,Northeast,30-35,Medium
Connecticut,CT,2020,Income,"$50,000 - $74,999",,32.3,35.7,18.4,,,7.5,15.900000000000002,Northeast,30-35,High
Connecticut,CT,2020,Income,"$75,000 or greater",,26.3,36.2,10.5,,,7.5,15.900000000000002,Northeast,25-30,High
Connecticut,CT,2020,Income,"Less than $15,000",,41.1,28.1,43.0,,,7.5,15.900000000000002,Northeast,>35,Low
Connecticut,CT,2020,Race/Ethnicity,Hispanic,,36.8,35.9,31.3,,,7.5,15.900000000000002,Northeast,>35,
Connecticut,CT,2020,Race/Ethnicity,Non-Hispanic 2 or more races,,18.7,49.4,11.0,,,7.5,15.900000000000002,Northeast,<25,
Connecticut,CT,2020,Race/Ethnicity,Non-Hispanic Asian,,12.7,33.2,19.9,,,7.5,15.900000000000002,Northeast,<25,
Connecticut,CT,2020,Race/Ethnicity,Non-Hispanic Black,,40.6,29.8,32.1,,,7.5,15.900000000000002,Northeast,>35,
Connecticut,CT,2020,Race/Ethnicity,Non-Hispanic Other,,20.8,47.6,14.5,,,7.5,15.900000000000002,Northeast,<25,
Connecticut,CT,2020,Race/Ethnicity,Non-Hispanic White,,27.2,35.6,16.5,,,7.5,15.900000000000002,Northeast,25-30,
Connecticut,CT,2020,Sex,Female,,30.0,28.4,22.4,,,7.5,15.900000000000002,Northeast,30-35,
Connecticut,CT,2020,Sex,Male,,28.4,41.8,18.6,,,7.5,15.900000000000002,Northeast,25-30,
Connecticut,CT,2020,Total,Total,,29.2,35.2,20.6,,,7.5,15.900000000000002,Northeast,25-30,
Connecticut,CT,2021,Age (years),18 - 24,46.1,20.0,22.5,15.1,,32.6,7.5,9.0,Northeast,<25,
Connecticut,CT,2021,Age (years),25 - 34,41.4,32.2,31.2,23.9,,22.8,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Age (years),35 - 44,31.4,32.0,38.0,20.7,,17.1,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Age (years),45 - 54,35.5,36.0,40.9,21.4,,18.3,7.5,9.0,Northeast,>35,
Connecticut,CT,2021,Age (years),55 - 64,36.7,34.8,36.8,21.5,,17.6,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Age (years),65 or older,29.9,26.6,38.2,29.8,,18.5,7.5,9.0,Northeast,25-30,
Connecticut,CT,2021,Education,College graduate,31.6,23.5,36.0,12.0,,12.3,7.5,9.0,Northeast,<25,
Connecticut,CT,2021,Education,High school graduate,38.5,33.4,35.4,30.8,,26.0,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Education,Less than high school,37.3,35.5,37.1,47.2,,42.0,7.5,9.0,Northeast,>35,
Connecticut,CT,2021,Education,Some college or technical school,39.3,34.9,33.5,20.7,,20.0,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Income,"$15,000 - $24,999",38.9,33.2,34.7,38.5,,31.5,7.5,9.0,Northeast,30-35,Low
Connecticut,CT,2021,Income,"$25,000 - $34,999",39.4,39.0,32.3,34.7,,23.9,7.5,9.0,Northeast,>35,Medium
Connecticut,CT,2021,Income,"$35,000 - $49,999",37.8,35.5,33.1,27.8,,24.5,7.5,9.0,Northeast,>35,Medium
Connecticut,CT,2021,Income,"$50,000 - $74,999",36.4,33.7,34.7,21.8,,21.7,7.5,9.0,Northeast,30-35,High
Connecticut,CT,2021,Income,"$75,000 or greater",36.7,30.0,36.3,15.6,,18.0,7.5,9.0,Northeast,30-35,High
Connecticut,CT,2021,Income,"Less than $15,000",41.7,35.5,33.0,46.9,,37.6,7.5,9.0,Northeast,>35,Low
Connecticut,CT,2021,Race/Ethnicity,Hispanic,39.4,34.1,37.6,37.7,,35.1,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Race/Ethnicity,Non-Hispanic 2 or more races,27.6,29.2,34.6,20.5,,17.4,7.5,9.0,Northeast,25-30,
Connecticut,CT,2021,Race/Ethnicity,Non-Hispanic Asian,30.1,13.6,32.0,16.6,,14.8,7.5,9.0,Northeast,<25,
Connecticut,CT,2021,Race/Ethnicity,Non-Hispanic Black,36.6,44.4,29.8,31.5,,32.6,7.5,9.0,Northeast,>35,
Connecticut,CT,2021,Race/Ethnicity,Non-Hispanic Other,38.4,32.6,33.2,23.5,,20.9,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Race/Ethnicity,Non-Hispanic White,35.7,28.8,35.6,18.4,,16.2,7.5,9.0,Northeast,25-30,
Connecticut,CT,2021,Sex,Female,33.8,30.7,28.7,26.3,,17.5,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Sex,Male,38.5,30.1,41.8,19.3,,23.9,7.5,9.0,Northeast,30-35,
Connecticut,CT,2021,Total,Total,36.0,30.4,35.3,22.9,,20.5,7.5,9.0,Northeast,30-35,
Connecticut,CT,2022,Age (years),18 - 24,,19.6,25.6,13.7,,,7.5,14.300000000000004,Northeast,<25,
Connecticut,CT,2022,Age (years),25 - 34,,32.1,32.1,21.0,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Age (years),35 - 44,,32.8,34.3,23.6,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Age (years),45 - 54,,33.7,39.4,20.8,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Age (years),55 - 64,,34.8,38.3,23.3,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Age (years),65 or older,,28.6,38.9,30.1,,,7.5,14.300000000000004,Northeast,25-30,
Connecticut,CT,2022,Education,College graduate,,23.6,37.5,13.3,,,7.5,14.300000000000004,Northeast,<25,
Connecticut,CT,2022,Education,High school graduate,,33.8,34.7,31.1,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Education,Less than high school,,38.5,35.7,38.3,,,7.5,14.300000000000004,Northeast,>35,
Connecticut,CT,2022,Education,Some college or technical school,,34.8,33.1,23.1,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Income,"$15,000 - $24,999",,35.7,30.4,41.2,,,7.5,14.300000000000004,Northeast,>35,Low
Connecticut,CT,2022,Income,"$25,000 - $34,999",,42.7,30.3,32.5,,,7.5,14.300000000000004,Northeast,>35,Medium
Connecticut,CT,2022,Income,"$35,000 - $49,999",,36.8,35.7,30.6,,,7.5,14.300000000000004,Northeast,>35,Medium
Connecticut,CT,2022,Income,"$50,000 - $74,999",,31.7,35.6,22.0,,,7.5,14.300000000000004,Northeast,30-35,High
Connecticut,CT,2022,Income,"$75,000 or greater",,28.4,39.6,18.4,,,7.5,14.300000000000004,Northeast,25-30,High
Connecticut,CT,2022,Income,"Less than $15,000",,38.7,36.5,39.6,,,7.5,14.300000000000004,Northeast,>35,Low
Connecticut,CT,2022,Race/Ethnicity,Hispanic,,37.1,37.8,33.6,,,7.5,14.300000000000004,Northeast,>35,
Connecticut,CT,2022,Race/Ethnicity,Non-Hispanic 2 or more races,,33.7,27.6,22.7,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Race/Ethnicity,Non-Hispanic Asian,,13.4,36.0,15.5,,,7.5,14.300000000000004,Northeast,<25,
Connecticut,CT,2022,Race/Ethnicity,Non-Hispanic Black,,38.4,39.4,26.5,,,7.5,14.300000000000004,Northeast,>35,
Connecticut,CT,2022,Race/Ethnicity,Non-Hispanic Other,,21.450000000000003,35.7,28.7,,,7.5,14.300000000000004,Northeast,<25,
Connecticut,CT,2022,Race/Ethnicity,Non-Hispanic White,,28.8,35.1,20.3,,,7.5,14.300000000000004,Northeast,25-30,
Connecticut,CT,2022,Sex,Female,,30.8,30.3,26.5,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Sex,Male,,30.4,40.7,19.5,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2022,Total,Total,,30.6,35.6,23.1,,,7.5,14.300000000000004,Northeast,30-35,
Connecticut,CT,2023,Age (years),18 - 24,,14.1,28.3,18.7,53.2,,7.5,7.299999999999997,Northeast,<25,
Connecticut,CT,2023,Age (years),25 - 34,,31.0,31.4,23.3,44.3,,7.5,7.299999999999997,Northeast,30-35,
Connecticut,CT,2023,Age (years),35 - 44,,33.5,36.4,25.1,41.0,,7.5,7.299999999999997,Northeast,30-35,
Connecticut,CT,2023,Age (years),45 - 54,,31.9,39.3,24.9,41.3,,7.5,7.299999999999997,Northeast,30-35,
Connecticut,CT,2023,Age (years),55 - 64,,35.7,39.1,27.1,40.1,,7.5,7.299999999999997,Northeast,>35,
Connecticut,CT,2023,Age (years),65 or older,,27.1,39.8,29.9,42.3,,7.5,7.299999999999997,Northeast,25-30,
Connecticut,CT,2023,Education,College graduate,,24.0,37.6,13.7,45.4,,7.5,7.299999999999997,Northeast,<25,
Connecticut,CT,2023,Education,High school graduate,,31.8,37.1,34.9,40.8,,7.5,7.299999999999997,Northeast,30-35,
Connecticut,CT,2023,Education,Less than high school,,32.4,35.7,45.9,41.1,,7.5,7.299999999999997,Northeast,30-35,
Connecticut,CT,2023,Education,Some college or technical school,,33.5,34.7,25.1,43.4,,7.5,7.299999999999997,Northeast,30-35,
Connecticut,CT,2023,Income,"$15,000 - $24,999",,36.1,32.5,41.8,31.5,,7.5,7.299999999999997,Northeast,>35,Low
Connecticut,CT,2023,Income,"$25,000 - $34,999",,37.3,33.0,36.6,41.0,,7.5,7.299999999999997,Northeast,>35,Medium
Connecticut,CT,2023,Income,"$35,000 - $49,999",,35.1,31.1,33.8,38.8,,7.5,7.299999999999997,Northeast,>35,Medium
Connecticut,CT,2023,Income,"$50,000 - $74,999",,32.9,33.9,28.5,39.8,,7.5,7.299999999999997,Northeast,30-35,High
Connecticut,CT,2023,Income,"$75,000 or greater",,30.0,38.9,24.1,43.2,,7.5,7.299999999999997,Northeast,30-35,High
Connecticut,CT,2023,Income,"Less than $15,000",,36.6,32.9,51.9,32.6,,7.5,7.299999999999997,Northeast,>35,Low
